Group,SP,tte,Mass (ug/month),WasteSite
5.0,45,1369,51691800.0,107-H Retention Basin
5.0,46,1400,32160826.0,107-H Retention Basin
5.0,47,1430,21929040.0,107-H Retention Basin
5.0,48,1461,15012990.0,107-H Retention Basin
5.0,49,1492,12073322.0,107-H Retention Basin
5.0,50,1520,31668112.0,107-H Retention Basin
5.0,51,1551,31405480.0,107-H Retention Basin
5.0,52,1581,17800200.0,107-H Retention Basin
5.0,53,1612,85372140.0,107-H Retention Basin
5.0,54,1642,73408200.0,107-H Retention Basin
5.0,55,1673,111874660.0,107-H Retention Basin
5.0,56,1704,111425780.0,107-H Retention Basin
5.0,57,1734,55532400.0,107-H Retention Basin
5.0,58,1765,29462648.0,107-H Retention Basin
5.0,59,1795,20473440.0,107-H Retention Basin
5.0,60,1826,18051176.0,107-H Retention Basin
5.0,61,1857,17645200.0,107-H Retention Basin
5.0,62,1885,15954512.0,107-H Retention Basin
5.0,63,1916,22254342.0,107-H Retention Basin
5.0,64,1946,18957060.0,107-H Retention Basin
5.0,65,1977,42867420.0,107-H Retention Basin
5.0,66,2007,24812760.0,107-H Retention Basin
5.0,67,2038,31817718.0,107-H Retention Basin
5.0,68,2069,25687344.0,107-H Retention Basin
5.0,69,2099,29869740.0,107-H Retention Basin
5.0,70,2130,21198234.0,107-H Retention Basin
5.0,71,2160,13970580.0,107-H Retention Basin
5.0,72,2191,9656748.0,107-H Retention Basin
5.0,73,2222,10989686.0,107-H Retention Basin
5.0,74,2251,9499762.0,107-H Retention Basin
5.0,75,2282,45682220.0,107-H Retention Basin
5.0,76,2312,30849240.0,107-H Retention Basin
5.0,77,2343,63579760.0,107-H Retention Basin
5.0,78,2373,122089800.0,107-H Retention Basin
5.0,79,2404,89171500.0,107-H Retention Basin
5.0,80,2435,47977460.0,107-H Retention Basin
5.0,81,2465,83556600.0,107-H Retention Basin
5.0,82,2496,30355944.0,107-H Retention Basin
5.0,83,2526,16242060.0,107-H Retention Basin
5.0,84,2557,14558840.0,107-H Retention Basin
5.0,85,2588,18985640.0,107-H Retention Basin
5.0,86,2616,23066288.0,107-H Retention Basin
5.0,87,2647,29421108.0,107-H Retention Basin
5.0,88,2677,22069680.0,107-H Retention Basin
5.0,89,2708,38710816.0,107-H Retention Basin
5.0,90,2738,30484140.0,107-H Retention Basin
5.0,91,2769,31225184.0,107-H Retention Basin
5.0,92,2800,56035600.0,107-H Retention Basin
5.0,93,2830,35710620.0,107-H Retention Basin
5.0,94,2861,24513002.0,107-H Retention Basin
5.0,95,2891,17785320.0,107-H Retention Basin
5.0,96,2922,11780806.0,107-H Retention Basin
5.0,97,2953,40163600.0,107-H Retention Basin
5.0,98,2981,17754408.0,107-H Retention Basin
5.0,99,3012,40264040.0,107-H Retention Basin
5.0,100,3042,39081000.0,107-H Retention Basin
5.0,101,3073,22948246.0,107-H Retention Basin
5.0,102,3103,86612400.0,107-H Retention Basin
5.0,103,3134,80391060.0,107-H Retention Basin
5.0,104,3165,48893200.0,107-H Retention Basin
5.0,105,3195,118398600.0,107-H Retention Basin
5.0,106,3226,46322060.0,107-H Retention Basin
5.0,107,3256,23309040.0,107-H Retention Basin
5.0,108,3287,14835174.0,107-H Retention Basin
5.0,109,3318,23542392.0,107-H Retention Basin
5.0,110,3346,18389336.0,107-H Retention Basin
5.0,111,3377,24567066.0,107-H Retention Basin
5.0,112,3407,22283580.0,107-H Retention Basin
5.0,113,3438,54389500.0,107-H Retention Basin
5.0,114,3468,60085800.0,107-H Retention Basin
5.0,115,3499,42569200.0,107-H Retention Basin
